,title
1445,：新上房源 楼层好采光好 近地铁14号线交通便利
1446,全南户型，中间楼层，诚意出售，看房方便
1447,房子户型方正，税费少，位置好，房东诚意，毛坯
1448,金地开发 全南两房 三面采光 通风日照好 满五诚心卖
1449,95房龄 一梯三户 6/7号线高科西路地铁站
1450,此房满三唯一交通便利+配套齐全+户型正气+产权清晰
1451,顾村公园 地铁 低总价两房 有钥匙随时看
1452,丝庐雅苑二期+高楼层+南北通户型+次新小区环境好
1453,满两年，16年次新房，高楼层，采光好
1454,蓬%Ⅱ+ViP委托+高区全南2房+全天阳光视野
1455,潍坊三村一室一厅/厅有明窗/南北通/总价低
1456,凤城五村 南北通 靠小花园位置 楼层好 看房随时方便
1457,中漕小区+电梯小高层+朝南一室户+采光视野好
1458,内环内 朝南一房 满五年唯一低税，诚意出售，来电即看
1459,康桥 张江 前滩 18号康桥站 南北通2居 满五唯一免个税
1460,近地铁+精装修一房一厅+生活便利
1461,杨思前滩+8号线杨思50米+双南两房+楼层好+精装修
1462,此房总价低，中间楼层，采光通透！
1463,此房满5年，楼层好，采光足 ，户型方正 诚意出售
1464,新静安 一号线 中环旁 刚需一室 满五年 好房不等人
1465,房龄新，采光好，电梯房楼层好，随时看房子
1466,满五唯一 楼层好 南北通 全明户型 业主诚意出售
1467,满五唯一+采光无遮挡+植被多+品质小区
1468,精装修两房  客厅带阳台 边套通风好  随时看
1469,原始动迁，免增值税，4A级古镇辐射范围，房龄新
1470,房子满5年唯一，精装修，没有贷款，不靠路，很安静
1471,地铁口原始动迁房 看房方便业主诚心卖
1472,鹤沙精选，店长推荐，16号线地铁，精装南北通两室
1473,诚意出售，白玉兰称号小区，九亭地铁站，南北直通
1474,08年电梯高区一房全明，紧挨五角场合生汇万达广场！
1475,电梯双南大两房 高区视野开阔 有钥匙随时看
1476,此房楼层好，采光充足，配套设施齐全，交通便利。
1477,满五年 动迁税少 2号唐镇1400米 业主诚意出售
1478,满五唯一，中间楼层，双南两房，采光好无遮挡
1479,景观楼层，08年商品房，沈梅路站
1480,方与圆的巧妙设计~搭配一线江景，难出小户型，钥匙房
1481,育秀四区 温馨双南房 精装修 客厅有窗 适合三口之家
1482,12号线地铁口+业主诚意出售+拎包入住+全明两房
1483,一手动迁、 满五唯一，采光好，视野开阔，配套齐全
1484,2楼精装修两房双南，近7/8号线地铁口双南户型
1485,精装全明户型，4楼，近地铁不靠马路，看房方便
1486,商品房社区 羽毛球双打的院子 大三房诚意出售
1487,15号线地梯口+中间楼层+南北通透+满五唯一
1488,院子系列3房户型  边套户型 开发商样板房装修 急卖
1489,买进价高，满五年唯一税费较少，两南一北户型光线好
1490,一手动迁，免增值税，个税1个点带阁楼，利用空间大
1491,新上世博滨江 近内环  次顶楼 房东人好 看房方便
1492,南北通三房，滨江板块，低总价，满五唯一
1493,满五唯一，精装修，三楼，交通便利，拎包入住。
1494,满五唯一+中间楼层+南方商城1号线
1495,满二唯一，难得户型，全明，价格低，带天井，诚心急卖
1496,精装修，高区景观，税费少，业主诚心出售
1497,景观房，陆家嘴三件套仅收眼底，视野开阔！
1498,温馨舒适的小家是每一个有梦想人的选择。
1499,不靠轻轨精装修，一手动迁，中高楼层，业主置换诚售
1500,内环内88年新公房，朝南精装修一室户，采光无挡！
1501,满五唯一，0个税，两房朝南，边套全明，随时看
1502,满五唯一+楼层好+小区位置佳+业主诚意出售
1503,64平大露台！40万精装修！南北通透户型方正
1504,主力南北户型两房，中间楼，精装修，零个税，免增值
1505,中间楼层 精装修拎包入住 全明户型 近地铁 价格低
1506,曹杨三村(兰岭园) 1室1厅 215万
1507,新闵小区，35.5平的小户型，中间楼层，边套全明户型
1508,自住装修好房，诚意出售，看房方便
1509,荡湾新村 2室1厅 138万
1510,地铁口，非顶楼小两房，配套齐全。
1511,16年次新小区  一手动迁 无增值税 业主置换 诚心出售
1512,地铁口精装两房，拎包入住，一手动迁，满五唯一，
1513,杨思前滩+6号线地铁口+电梯大三房+采光好+看房方便
1514,2012年次新房，地铁口，中间楼层，采光好，业主诚意卖
1515,飞机户型，0个税，客厅面宽4.4米，主卧21平，可小刀
1516,2室亦可3室，总价不高，小区中间位置，税费少，采光好
1517,总价低 楼层好 位置好 近地铁 近中庚 近商场 环境好
1518,南北两房+总价低两房+近地铁3/12号线+房东诚意出售
1519,大户型 保养好 业主诚意出售 配套齐全
1520,诚意出售-高品质-宜家风-精装修好房—可直接拎包入住
1521,总监推荐17年新房 总价低精装交付 南北通 满两年税少
1522,电梯两房采光无遮挡 产权清晰 到价随时签字
1523,电梯高楼层，南北通风，房东诚意出售
1524,满五唯一 高档楼盘 对口名校 正南双阳台 精装修
1525,万科物业 南北通三房 精装修 空调地暖
1526,西边套全明 精装修 3/4/8号三条轨交 免增值税
1527,满五唯一，屋况好，自住精装修带地暖，位置好。
1528,小区央座大两房C7户型，带地下车位，满五唯一无个税！
1529,动迁唯一，楼层好，户型正，全明采光好，诚售
1530,高区全明户型 客厅西南房型通透 业主诚售
1531,御桥前滩张江+南北通两房+满五年唯一+有产权车位+诚售
1532,一手动迁  满五唯一  中区双南  前无遮挡  全天采光
1533,解放前老公寓带花园，0增值税诚意卖，文化底蕴浓厚
1534,17年次新房|单价低|南北通采光好|2南1北户型|带露台
1535,业主诚意出售，交通便利，南北通透，配套齐全
1536,五年唯一税少+近地铁+次新小区+户型正气+采光好！！
1537,七宝炙热地段，满五年唯一 近9号10号地铁
1538,莲溪板块C位出道  双南全明户型 诚意出售
1539,次顶楼+价格优势+景观房+配套成熟+业主诚意=必看好房
1540,有这样一套好房 洒满阳光 生机勃勃 高耸入云 美轮美奂
1541,店长推荐  带花园+南北通+大三房采光好，满五年无户口
1542,欢迎品鉴 公园大道温馨三房 置换诚售 30万装修 拎包住
1543,22号线+百联商圈+万达商圈 ，业主诚意出售
1544,精装修两房，通风性好，采光好，视野宽阔
1545,新上房源 精装修  好楼层  只需要出契税 拎包入住
1546,【两年前装修】不靠马路【边套、景观房】两梯三户
1547,九号线，电梯三房，中间楼层，视野好 全明格局 税费少
1548,稀有景观三房，阳光房，衣帽间，客厅挑高，优质装修
1549,05年品质小区近陆家嘴 地铁6 14 18号 满五唯一 诚心卖
1550,大2+1房全明，使用面积高，可领包入住，唯一一套少税
1551,此房中间楼层，双南+全明的户型，房改售房，税费少
1552,首创1期、近地铁、万科物业、出来万达茂、房东诚意
1553,源房家独！！  百联旁   蒙山中 大三房 中间楼层 急售
1554,精装修南北户型边套全明房东诚意出售
1555,02年小区，小高层社区，居住舒适，南北板式户型
1556,房东急卖+景观楼层精装修+10年次新电梯房+双地铁
1557,位置佳，楼层佳，采光好，业主诚意，
1558,一手动迁，满五唯一，双轨交，大三房，诚意出售
1559,09年次新房+精装修+房型正气+地铁口+诚意出售
1560,正阳二期：中间层，无个税，原值高，价格可谈，业主急
1561,采光好+满五唯一税费低+带家具家电业主诚意出售
1562,店长推荐 2006年小区 近地铁 可详情页查看户型优缺点
1563,置换必看 经纬大四房 闹中取静 天天生活在森林里
1564,为数不多的1复2房型 产证满五年  带北花园使用权车位
1565,好房子诚意售 满五唯一税费少 婚房装修拎包入住
1566,降价1房，老业主挂牌，看中再谈价钱，精装修拎包入住
1567,苏州河一线景观房  精装修  全明户型  满五唯一
1568,一梯两户双南两房，满五唯一产权户口清晰到价签字
1569,双南婚房精装，交通便利，配套齐全
1570,静安寺地铁站+中区楼层+精装两室+得房率高+舒适宜居
1571,可看可签，拎包入驻，小区中间位置，前后无遮挡
1572,地铁口，精装三居，少见双卫配置，户型通透，双阳台
1573,徐汇滨江售后公房，无 增 值 税，一梯两户，婚房装修
1574,陆家嘴2房，北看陆家嘴“三大神器”，西看黄浦江景
1575,急售！急售！三湘四季大三房  精装修 税费少 中高层
1576,全明的飞机户型大三房，近地铁，配套齐全
1577,满五唯一税少，精装修，领包入住，五角场成熟商圈
1578,别墅小区 精装中 央空调带车位 带露台阁楼 唯一税少
1579,正虹桥丨精装拎包住丨中间景观位置丨人车分流
1580,水清苑双南两房+满五唯一+全明户型+交通便利！！
1581,精装两房，双朝南，采光充足，空间充足
1582,此房一手动迁，税费少，房龄新楼间距大，小区环境好
1583,满五年买入价高税费少，楼间距大中去采光好。
1584,雅颂小两房 总价低 户型正 17年次新房 开发商装修
1585,新静安 紧靠一号线和中环 满五唯一 户型正气
1586,老干部分房+书香门第+售后公房+户型方正+拎包入住
1587,长寿路04年房龄，地铁口南北通户型，高区视野采光很好
1588,满五唯一++拎包入住++随时可看++前排景观房++诚心售
1589,高品质的精装修房东诚心售卖好房
1590,满五唯一，婚房装修，拎包入住！南北通户型，景观房！
1591,杨思前滩+小区位置佳+阁楼做好+地铁11号线浦三路站
1592,金丰新村 2室1厅 325万
1593,满五年唯一，税费少，三开间朝南，视野开阔
1594,好房子！满五唯一，东边套，采光无影响，诚意出售
1595,绿地集团+品质小区+满五年唯一+精装修+保养好诚意售
1596,此房满两年，业主自住看房方便，近同济大学
1597,江中精装 两房带阁楼 加储物间 视野开阔靠公园 属民乐
1598,两房朝南，南北通不靠马路安静干净，小区独立小公园
1599,满五唯一+看房方便+电梯大三房+近百联配套齐全
1600,此房满五不唯一 嘉定西出门即达 拎包入住 价格可谈
1601,户型方正  视野开阔  拎包入住  诚心出售
1602,徐家汇地段，美罗城永新坊，高品质的生活圈，满五唯一
1603,精装自住，星辰园经典三房户型，位置好楼层好
1604,此房满五年唯一+一梯两户+双南全明+精装拎包入住
1605,满五唯一，南北通透双阳台，精装修拎包入住，诚心出售
1606,双地铁口电梯高区景观房，满五年唯一
1607,卢尔公寓风情街 精装修两房 诚意出售
1608,中高楼层双阳台，精装修降价出售，税少，诚心置换
1609,满五唯一、小区品质好、车位多、出门交通方便、超市
1610,朱桥板块 精装三房 业主自住 品质追求 户型正气 诚售
1611,未用、满五唯一、朝南客厅、中楼层装修拎包入住
1612,一楼带大天井的。边套全明的，简装干净整洁的。
1613,双轨交汇 全明户型 满五税少 低楼层老人起居方便
1614,此房三开间朝南 改动性大，前无遮挡，视野宽阔
1615,中星海上景庭 2室2厅 810万
1616,老静安区04年次新两房，低总价，刷卡入户使用率高
1617,低楼层，无遮挡，南北通，两房通透。
1618,电梯房，一家3口可住，便宜，南北通，满5年，中间位置
1619,内环 新小区 地铁口满五唯一 正对小区花园 精装修
1620,带大花园！进出方便，康泰南北通户型！
1621,嘉华苑优质两房，南北通透，户型正，得房率高。
1622,急售，明强，楼层好，精装修 精品家电 直接拎包入住
1623,满五唯一 一梯两户 厅朝南 近地铁 文峰广场 少见户型
1624,满五唯一，诚心出售，看房方便，婚房装修，得房率高。
1625,精装修加装地暖，户型有改动布局合理
1626,全明好采光，户型正四方，东南通风好，户型响当当！
1627,三林大区+刚需两居室 +好楼层，+600米11号地铁
1628,万达茂旁边、万科物业、满二、税费少、房东诚心诚意
1629,可看江单价低朝南三房业主诚意出售随时签字
1630,滨江板块+品质小区+1梯2户+刷卡到户+2房2卫
1631,一楼带院子，满五唯一税费少，房东诚意出售
1632,水语人家南苑在售精心设计二改三户型 业主诚心出售
1633,此房满五年，售后公房税费少，一室一厅，面积大
1634,满五唯一 正朝南高区两房 售后公房 税费少 近地铁！
1635,长寿路地铁口静安区一街之隔 诚意出售 满五年
1636,宏立自住 居家装修全南两居室 直接入住
1637,房子是报春的小三房，动迁房免增值税，诚意卖
1638,中区正对花园，两房朝南，满五年唯一
1639,此房满五唯一，户型正气，装修配套齐全，交通便利。
1640,圣鑫苑二期 二改三 99平精装房
1641,精装修2房， 小区门口位置，出行方便
1642,如果你厌倦了新天地的喧嚣，就到茂名南路梧桐深处逛逛
1643,顶楼复式，五房三卫，精装修，诚意出售。
1644,共富二村三居室，精装修，拎包入住，带阳光房，近地铁
1645,房型方正  满五唯一 税费少 有产权车位 可单独出售
1646,豫园+高区两房+诚意出售+业主人很好
1647,电梯中区，三开间朝南四房，钥匙房随时看，业主诚售
1648,【960万各付税】【看陆家嘴三件套】【一直自住】
1649,2009年花园社区 东边套 层高3.1米 满五 停车方便
1650,双南两房+双阳台+采光好+视野无遮挡，业主诚意出售
1651,35平大花园 飞机户型大三房 小区中间位置
1652,正气朝南大一居，中间楼层采光佳，业主诚意出售~！
1653,近地铁中间楼精装修南北通户型，适宜居住
1654,精装两房 总价低  看房方便  南北通风  诚意出售
1655,临公园  大宁国际   久光百货  2000年房龄 闹中取静
1656,10号线公园边精装二房，满五年唯一，带储藏室！诚售！
1657,7号线地铁口，非顶非底楼，小区中间，双南小两房
1658,双南两室+采光好+交通方便+生活便捷+诚意出售
1659,店长推荐，高档社区精装修三居室高楼层景观好房！
1660,位置好，此房户型方正，视野开阔，买入价高
1661,新出好房 南北正气两房，房东诚心出售，
1662,婚房装修 电梯两房 近地铁繁华地段 满五少说
1663,杨思前滩+中间花园位置+动迁满五唯一+电梯非底楼
1664,精装修两室一厅  视野开阔全明户型 产权清晰
1665,近地铁，满五唯一，生活便利，优质双南小户型
1666,满五年 一梯俩户 无增值税  总价低  房型正 环境优雅
1667,满五唯一中低层 近地铁 诚意出售 价格可谈 户型正气
1668,全明双带花园 正气户型 花园位置 C位 满五年税费少 ！
1669,进门入室花园，使用面积高，楼层好，税费少。
1670,新挂牌，家里保养好，小区前排，视野开阔，满五年
1671,三林板块+税费少+板式电梯两房+一手动迁+视野采光好
1672,九亭次新小区 近虹桥 三开间朝南 精装带地暖 拎包入住
1673,中环旁，次新房，新出电梯高层两房  采光充足，视野好
1674,精致小三房，高楼层，精装修，满五唯一
1675,近万达  小上海步行街 三轨沿线，交通方便，配套成熟
1676,中山公园板块，中间楼层，位置安静，全明两房
1677,龙漕路地铁口+精装修带地暖+看房方便+诚意出售
1678,满年五唯一，业主精装，税费少，必看好房，高区景观房
1679,自主率很高，一梯两户，二手买进，税费少，业主人很好
1680,九号线芳甸路站，两南一北大三房东边套，动迁，采光佳
1681,99弄新出南北通三房，视野开阔，舒适河景，采光充足
1682,万科南北通三房，满五唯一，采光无遮挡，诚意出售
1683,满五唯一 全明双南两房 位置安静  业主诚意出售
1684,南北通正三方，两卫，中间楼层，看房随时
1685,房子采光好，视野好，户型正气，小区品质好
1686,房子是三开间朝南，两房朝南厅朝南，房子带产权车位
1687,一梯一户，家乐福旁，房间双南，景观楼层
1688,满五唯一电梯精装修，即刻拎包入住。
1689,复式精装修+近地铁+阳光露台+房东诚意
1690,稀有的低楼层商品房，可拎包入住，南北飘窗
1691,全明户型，4楼，一梯两户，满五二分之一唯一，税费少
1692,装修好，总价低，业主诚意，看房方便，有意者诚聊
1693,本周b卖近地铁）西边套全明带花园）看房方便）精装修
1694,精装大三房，满五唯一，南北通，位置楼层好，欢迎咨询
1695,南北通高区景观三房，全屋精装，闹中取静正看汇师校园
1696,双南大两房 花园位置 次顶楼 看房方便 业主诚意卖
1697,金丰蓝庭 3室2厅 397万
1698,公务员社区，双南两房，满五唯一税费少
1699,降价了降价了，电梯精装2房，中高楼层，近期必卖好房
1700,中间楼层，婚房精装，南北通，全明户型，地铁2.10
1701,售后公房 满五唯一 瑞雪居委 双南户型 楼层舒适
1702,静安新城 低总价3居室 婚房装修 格局分明  今天可看房
1703,售后公房 满五唯一 双南双天井 精装修  采光无遮挡
1704,大柏树地铁口，非顶楼全明大2房，婚房装修，满五唯一
1705,大一房带50多平阁楼  上设卧室，儿童房，卫浴，书房
1706,五楼带阁楼+精装+7号线锦绣路地铁口+不靠马路
1707,急售+低于成交价+花园15平+满五唯一+12号线1.5公里
1708,养生豪庭  品质社区，总价低 新装修2年，诚意出售
1709,交通便利，满五唯一，居家装修，通风采光好
1710,满两年，婚房装修，楼层好，南北双阳台
1711,康城一期南北通hao三房 满五唯一 税费少近北门
1712,此房满五年不唯一，好楼层， 一手动迁免征增值税。
1713,满五唯一，拎包入住，二手买入价格高，业主诚意出售！
1714,此房满五唯一 全屋地暖精装修 近6号北洋泾站 中间层
1715,精装南北通三居室，满五唯一，前排无遮挡，带车位
1716,前滩三林+地铁11号线+满五唯一+南北通
1717,步梯房，小区中间位置，通透户型，自住装修，居家保养
1718,松江新城精装大三房，中高楼层，采光充足，视野开阔
1719,电梯两房，中间楼层，置换诚售五星！！！
1720,南北大两房，非顶楼，采光充足，全明户型。
1721,绿地威廉 时尚精装2房 景观楼层无遮挡 地铁步行距离
1722,小区中间位置居家装修，中间楼层电梯房，原始动迁
1723,电梯小高层南北通大2房2卫 满5唯一税少精装修保养好
1724,此房满两年买进价格高税费低 重新装修保养好拎包入住
1725,我是本房负责人，二手买进税费低，两房朝南，看房方便已下架
1726,香逸湾经典小三房。位置好，楼层优，房东急售
1727,地铁站旁边小区 中间楼层 全明全南三房 看房方便
1728,康桥张江前滩+近康桥大润发+18号轨道线+大两房+万科
1729,森兰国际社区+三轨接壤+周家嘴隧道口+景观楼层电梯房
1730,高区景观楼层，二手买进税费少，装修保养好
1731,高区南北两房 通风采光良好 视野开阔 业主诚意出售
1732,地铁口 南北通精装两房 满二好楼层
1733,简欧错层厅  楼层好 春申站500mi  莘庄镇小
1734,电梯中楼层，动迁税少，近地铁万达，诚心出售
1735,南北通，厨明，视野宽阔，楼层好，房型正，诚意售
1736,南北两房，采光充足  视野开阔 精装修
1737,阳光城市家园，一手动迁，满五年唯一12号地铁沿线。
1738,南北通，板式户型，中间楼层，一手动迁税费少。
1739,楼层佳+厨卫全明+采光无遮挡+近1号线+新能源充电桩
1740,比肩翠湖五期，从没住人，业主税各付，看房提前30min
1741,大虹桥板块+地铁口+精装修+房东诚意出售。
1742,边套户型，楼层好，通风，附带车位，视野好，精装修
1743,业主诚意出售，两房朝南，楼层高，视野采光好，税费低
1744,新明星一期中间层南北两房，小区第二排，满五年唯一
1745,卢湾次新房+满五唯一+诚意出售+税费少+婚房装修
1746,旭辉物业+双南两房+房源+改善或婚房
1747,别墅社区 精装修 买一层+一层 格局广  税费少
1748,次新小区 交通便利 灵活格局 诚意售卖
1749,一手动迁无增值税，业主急售，前后无遮.
1750,满五唯一，税费较少，有车位，诚意出售，到价即签
1751,2015年品质小区  中区位置好  已满两年买进价格高
1752,小区环境好， 精装修，业主诚心卖
1753,本地人马赛克房，一梯两户，双南全明户型，中间楼层
1754,双南大两房，小区中间位置，楼层佳，小区的明星户型
1755,南北通飞机户型，使用面积大，有车位可出售
1756,安静位置+中区好楼层+婚房装修+总价低+诚意出售！！
1757,泾南公园，双南三房，品质小区，位置好，绿化好空气好
1758,嘉尚坊两房  精装修  双天井  价格可谈
1759,精装修，满五唯一住宅，一梯2户
1760,满五年不唯一 品质小区 环境优美  精装修 拎包入住
1761,12号线南北两房，两卫，电梯房，小区中间位置
1762,本地人马赛克房，双南全明户型一楼带两天井
1763,此房满五唯一，南北通风，中间楼层，美丽家园小区
1764,边套全明，  南北通透， 满五税费低    采光好
1765,呼吸世纪公园氧吧，中楼层，税费少，近地铁，诚意售
1766,满五唯一，主卧朝南客厅朝南，采光好，三轨交汇
1767,原始动迁，精装两房，小区中间位置，
1768,近地铁精装102平米2+1户型，满五年唯一没有个税，
1769,地铁口 南北两房 精装修 交通出行方便，配套设施齐全
1770,刚需正气两房朝南  装修温馨适宜   简装可拎包入住
1771,楼层好  位置不错新出小三房  业主诚意出售得
1772,万荣小区 2室1厅 350万
1773,曹杨三村(兰岭园) 2室0厅 325万
1774,新上~多层二楼小三房~三开间朝南南北通户型~有钥匙
1775,顾村公园  保利   精装高楼层南北通三房    满五唯一
1776,西木小区 1室0厅 247万
1777,双轨交，前后无遮挡，高品质小区带会所，人车分流
1778,新出房源，南北通透，满五年唯一，采光佳，近九号线
1779,超大三房 楼层好位置佳 房子保养的很新 拎包入住
1780,华亭新家银杏苑 2室2厅 242万
1781,诚意出售 看房方便 精装修 九亭站100米 视野好
1782,小区中间位置，视野开阔，双南全明户型
1783,临沂三村 2室1厅 350万
1784,近地铁 一梯两户 楼层好 精装修 小区中间位置
1785,正旺苑 2室1厅 439万
1786,香山新村东南街坊，低总价小两房，诚心出售，自住装修
1787,田林十二村 2室1厅 385万
1788,原始动迁税费少，房型正气，楼层好，采光好，看房方便
1789,育秀中间楼层，精装修，领包入住，有车位，采光充足
1790,一梯两户 一手动迁 户型正气 中间楼层 看房方便
1791,崮山好房，LCM广场配套，总价低，楼层好，视野开阔
1792,安东小区 1室1厅 280万已下架
1793,耀华地铁 坐北朝南 户型好 通风棒 税费少 满五
1794,楼层好采光好，出行方便，诚意出售
1795,杨思前滩+海悦华庭+精装全配+随时看房+三梯两户便利
1796,汇锦城二期两房朝南+小区前排采光视野佳+诚意出售
1797,精装一房临河，位置好，楼层好，交通方便
1798,总价低 交通便捷 房型方正 临蓬莱公园 诚意出售
1799,楼层好，采光佳，居住舒适度高，出行方便
1800,大木小区 1室1厅 280万
1801,中间楼层 南北通 边套全明 品质小区 车位充足
1802,小区安静位置，一年的婚房装修，可拎包入职
1803,二楼带露台，正气南北通户型，厨卫朝北，采光好
1804,"满五年少税，中间位置，中间楼层,双南户型格局合理"
1805,飞机户型 市场在售两房中的经典户型 邻11号线
1806,你要的带大阁楼 别墅品质小区 户型正南北通透 近地铁
1807,《沿河景观房》《带大花园》《居家精装》《随时看》
1808,"精装修，楼栋位置超棒，新房装修没有住过,看房方便"
1809,德都路165弄 2室1厅 205万
1810,绿园五村 2室1厅 285万
1811,近期必卖！中间楼层！西边套全明一室！户型方正！
1812,三期南北通江景现房，小区蕞佳两房户型，随时安排看房
1813,两梯三户 11年商品房 三期中间位置  满五唯一
1814,地铁小三房+光线充足+东边套全明+精装修+满五
1815,高楼层，视野好，采光充足，地铁沿线，一手动迁
1816,淮海中路一室户+低总价+看房方便
1817,创智坊 少有两房 户型正气 电梯高区 看房方便 税少
1818,此房满五唯一，小区中间位置，采光没有问题
1819,电梯洋房，看房有钥匙，有车位（另算）到价签字
1820,凤庆小区+3楼+沿河位置+出行方便+诚心出售
1821,顶楼复式带露台 超高得房率 好户型好设计好装修
1822,此房满五税少，电梯精装修景观楼层   户型正气
1823,精装修 采光无遮挡  诚意出售
1824,此房精装修，拎包入住，满两年税，居住舒适！
1825,顶楼复式  满五唯一 税费少 近地铁 带租车位
1826,次新电梯房，婚房装修，精装可拎包入住，产权清晰。
1827,十一村难得低楼层两房，精装修。
1828,低总价小三房 精装修花园景观 地铁3/4/8号线快速便捷
1829,新出双南两房，位置好，业主诚意出售
1830,移步乐购超市，地铁口内环线边，中高区楼层
1831,精装三房+采光好+视野好+配套齐全+交通便利
1832,地铁口 此房满五唯一 鸿宝一村总价低，业主诚心出售
1833,首付79万，入住后滩板块，中间楼层满五唯一
1834,小区中间位置 电梯房中高层 双南户型 采光视野无遮挡
1835,婚房，中山公园少见户型，满五唯一税费少，百平两房
1836,中间楼层+诚心出售+业主心善+随时可签
1837,金都花好悦园 2室1厅 295万
1838,三花大三房 中高楼层 单价低 户型方正 业主诚意出售
1839,满五年唯一+近地铁南北通+近地铁+配套好交通好
1840,古北电梯三房 两个卫生间 通透 位置安静 有独立小区
1841,新加坡园 南北通三房 有大花园 房东诚售
1842,一楼带花园，配套齐全，精装两房
1843,楼层好，单价总价低，业主诚意出售，近地铁
1844,外滩滨江+江景房 +高区 +产权车位 +BFC商场+精装修
1845,2010年小区，高区全南户型，带阁楼！
1846,楼层佳，房型正，设施配套成熟，满五唯一，
1847,7/15双轨交，满五唯一，全明户型，三开间朝南！
1848,热门小区  热门户型  出售诚意度十足  欢迎随时咨询
1849,装修风格由您定，东华，便利配套，户型正，税极少
1850,世博好房 精装修  有天井  近地铁  双南二房 格局方正
1851,满五唯一南北通透采光好，临沈梅路购物街和地铁站
1852,户型方正，配套成熟，产权清晰，高层，采光保养好！
1853,急售  非顶楼一房，三轨9、14、6，满五唯一，进入方便
1854,中间位置+中间楼层+税费低+精装两房，自住首*选
1855,双轨交通+全明户型+紧俏小户型+配套齐全+出行便利
1856,满五唯一 总价低 双规交通 和平公园 新华医院  总价低
1857,南北通户型，中间楼层，空气流通采光好。
1858,南北朝向，户型正气，西边套全明，采光通风好
1859,此房满五年唯一，随时可看，交通便利，配套设施齐全
1860,满五近地铁采光好，单价总价低，配套齐全，交通便利
1861,不临高架，有车位，无噪音，西边套全明，一梯三户
1862,七月好房推荐！温馨两房 采光佳 朝南板式楼 税费低 !
1863,北虹桥三轨交花园旁精装大一房总价低户型好
1864,此房地铁8/13号线，交通方便，楼层好，房东诚意出售
1865,精装修，小户型的房子，采光好，绿化高，位置好
1866,民星公园旁，二室一厅带电梯，满五唯一，产权清晰
1867,业主急售，09年次新房，中间楼层，采光充足，随时看房
1868,内环边 近3.4.9号线  精装采光不遮挡 随时可看
1869,南北通户型，中间楼层，万科物业，诚意出售！
1870,3年前婚房装修拎包即住，清爽简易居家风，看房方便.
1871,近地铁 满五唯一 低总价两房 视野开阔 采光充足
1872,一号线500米+南北透气+满五唯一+全明户型+有钥匙
1873,满五唯一+精装修+中楼层+位置安静
1874,双轨交，南北通，税费低，诚意出售
1875,御桥张江前滩，建平商品房两房，满五唯一，户型正气
1876,阳光威尼斯二期，朝南小两房，采光好，诚心出售。
1877,售后公房，没有增值税，房型正气，仅靠地铁
1878,奥林匹克花园 2室2厅 366万
1879,水泥楼梯中间楼层+邻江浦路紫荆广场新华医院诚意卖
1880,天钥新村 2室0厅 320万
1881,杨思前滩+双南飞机户型+满五年唯一+业主诚意出售
1882,南北通，中间楼层小两房，诚意出售
1883,浦江世博家园十三街坊 电梯高层非顶楼精装 一动迁少税
1884,精装修一房 产权清晰 采光无遮挡 业主诚意出售
1885,免个税+电梯高层采光好+户型方正+诚意出售随时可签
1886,宝钢式的一居室，采光好，无遮挡
1887,精装一室户 中间楼层 同济医院 配套成熟
1888,高区视野好，采光充足、地铁300米、南北通、方便看
1889,东陆新村二街坊 2室1厅 239万
1890,满五唯一没有个税+小区位置好+诚意出售
1891,精装修拎包入住小一房，采光好，位置佳，交通便利
1892,8号线大世界站+电梯朝南一室户+售后公房+满五唯一
1893,地铁400米   97年原建   厨卫朝北全明户型
1894,动迁房无增值税+一梯两户+无遮挡双南两房+诚意出售
1895,绿地品质，五轨交通，双阳台 配套齐全，中楼层采光好
1896,非顶楼，近地铁，全明厅有窗，满五税少 两房朝南
1897,昌邑精装小三房 总价低，满五唯一 全明户型
1898,房东诚心出售，高区景观，采光充足  产权清晰
1899,配套设施齐全，双南两房，采光好。
1900,南北通板式房+地铁口12.3号线龙漕路 +东边套双阳台。
1901,哇塞！眼光不错哦，方便看房，南北通，欢迎来访！
1902,一手动迁税费少 电梯高层 诚意出售
1903,花园住宅 日月光购物广场就在旁边 南北板式两房
1904,高区景观房，老静安小户型品质小区，诚意售。
1905,一梯两户+近地铁（4/7号线）+83年房子+业主诚意出售
1906,93年新工房+一梯三户房型好+低总价精装修+看房有钥匙
1907,户型好，近地铁，交通便利，配套齐全，带天井8平米
1908,1/4/11号线交错+93年房龄+一房一厅+采光通风好
1909,高楼层一房，视野好，采光好，有钥匙看房方便
1910,老卢湾，总价低，看房方便，售后公房，诚意出售
1911,钟和公寓，大3居2露台，保护建筑，近淮海路，有钥匙
1912,东镇小区 2室1厅 580万
1913,新上架  龙阳CBD辐射  二楼  近地铁 业主诚意出售
1914,00年商品房，一梯两户，有钥匙，总价低，诚意出售
1915,华升新苑，双楠户型，采光好，满五唯一，精装修
1916,双南一梯两户，售后公房，中间层，欢迎咨询房源详情
1917,边套全明，采光无遮挡，中楼层，钥匙，南北通.
1918,仅有边套毛坯 南北通 楼层高 采光好 毛坯自己装修
1919,美邻苑小区目前唯一在售一房，总价低，前后无遮挡。
1920,新房近地铁 南北通 采光好视野好 看房提前联系
1921,小区中间位置中间楼层，采光好，正规三房。总价低。
1922,静安区静安寺商圈，单价5万9，净层高3米1，满五唯一
1923,宁武小区小户型两房 全明两房，楼层高，采光好
